date,timestamp,update_timestamp,wind_speed_high,wind_speed_low,wind_speed_direction,forecast_text,forecast_code,relative_humidity_high,relative_humidity_low,valid_period_text,valid_period_start,valid_period_end,temperature_high,temperature_low,time_period_text,time_period_start,time_period_end,south_forecast_text,south_forecast_code,north_forecast_text,north_forecast_code,east_forecast_text,east_forecast_code,central_forecast_text,central_forecast_code,west_forecast_text,west_forecast_code
2024-01-01,2024-01-01T17:39:00+08:00,2024-01-01T17:44:31+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,6 am to Midday 02 Jan,2024-01-02T06:00:00+08:00,2024-01-02T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-01,2024-01-01T17:39:00+08:00,2024-01-01T17:44:31+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-01,2024-01-01T17:46:00+08:00,2024-01-01T17:54:30+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,6 pm 01 Jan to 6 am 02 Jan,2024-01-01T18:00:00+08:00,2024-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Moderate Rain,RA,Light Rain,LR,Light Rain,LR
2024-01-01,2024-01-01T17:46:00+08:00,2024-01-01T17:54:30+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,6 am to Midday 02 Jan,2024-01-02T06:00:00+08:00,2024-01-02T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-01,2024-01-01T17:46:00+08:00,2024-01-01T17:54:30+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-01,2024-01-01T19:15:00+08:00,2024-01-01T19:24:30+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,6 pm 01 Jan to 6 am 02 Jan,2024-01-01T18:00:00+08:00,2024-01-02T06:00:00+08:00,Light Rain,LR,Light Rain,LR,Moderate Rain,RA,Light Rain,LR,Light Rain,LR
2024-01-01,2024-01-01T19:15:00+08:00,2024-01-01T19:24:30+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,6 am to Midday 02 Jan,2024-01-02T06:00:00+08:00,2024-01-02T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-01,2024-01-01T19:15:00+08:00,2024-01-01T19:24:30+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,6 PM 1 Jan to 6 PM 2 Jan,2024-01-01T18:00:00+08:00,2024-01-02T18:00:00+08:00,33.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-01,2024-01-01T23:03:00+08:00,2024-01-01T23:14:33+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,0 AM 2 Jan to 0 AM 3 Jan,2024-01-02T00:00:00+08:00,2024-01-03T00:00:00+08:00,33.0,24.0,Midnight to 6 am 02 Jan,2024-01-02T00:00:00+08:00,2024-01-02T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-01,2024-01-01T23:03:00+08:00,2024-01-01T23:14:33+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,0 AM 2 Jan to 0 AM 3 Jan,2024-01-02T00:00:00+08:00,2024-01-03T00:00:00+08:00,33.0,24.0,6 am to Midday 02 Jan,2024-01-02T06:00:00+08:00,2024-01-02T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-01,2024-01-01T23:03:00+08:00,2024-01-01T23:14:33+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,0 AM 2 Jan to 0 AM 3 Jan,2024-01-02T00:00:00+08:00,2024-01-03T00:00:00+08:00,33.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-01,2024-01-01T23:03:00+08:00,2024-01-01T23:14:33+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,65.0,0 AM 2 Jan to 0 AM 3 Jan,2024-01-02T00:00:00+08:00,2024-01-03T00:00:00+08:00,33.0,24.0,6 pm to Midnight 02 Jan,2024-01-02T18:00:00+08:00,2024-01-03T00:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T05:31:00+08:00,2024-01-02T05:34:29+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,6 AM 2 Jan to 6 AM 3 Jan,2024-01-02T06:00:00+08:00,2024-01-03T06:00:00+08:00,32.0,24.0,6 am to Midday 02 Jan,2024-01-02T06:00:00+08:00,2024-01-02T12:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T05:31:00+08:00,2024-01-02T05:34:29+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,6 AM 2 Jan to 6 AM 3 Jan,2024-01-02T06:00:00+08:00,2024-01-03T06:00:00+08:00,32.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-02,2024-01-02T05:31:00+08:00,2024-01-02T05:34:29+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,6 AM 2 Jan to 6 AM 3 Jan,2024-01-02T06:00:00+08:00,2024-01-03T06:00:00+08:00,32.0,24.0,6 pm 02 Jan to 6 am 03 Jan,2024-01-02T18:00:00+08:00,2024-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T08:31:00+08:00,2024-01-02T08:34:35+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,6 AM 2 Jan to 6 AM 3 Jan,2024-01-02T06:00:00+08:00,2024-01-03T06:00:00+08:00,32.0,24.0,6 am to Midday 02 Jan,2024-01-02T06:00:00+08:00,2024-01-02T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-02,2024-01-02T08:31:00+08:00,2024-01-02T08:34:35+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,6 AM 2 Jan to 6 AM 3 Jan,2024-01-02T06:00:00+08:00,2024-01-03T06:00:00+08:00,32.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-02,2024-01-02T08:31:00+08:00,2024-01-02T08:34:35+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,6 AM 2 Jan to 6 AM 3 Jan,2024-01-02T06:00:00+08:00,2024-01-03T06:00:00+08:00,32.0,24.0,6 pm 02 Jan to 6 am 03 Jan,2024-01-02T18:00:00+08:00,2024-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T11:45:00+08:00,2024-01-02T11:54:36+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,32.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-02,2024-01-02T11:45:00+08:00,2024-01-02T11:54:36+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,32.0,24.0,6 pm 02 Jan to 6 am 03 Jan,2024-01-02T18:00:00+08:00,2024-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T11:45:00+08:00,2024-01-02T11:54:36+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,32.0,24.0,6 am to Midday 03 Jan,2024-01-03T06:00:00+08:00,2024-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-02,2024-01-02T14:29:00+08:00,2024-01-02T14:34:36+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,33.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-02,2024-01-02T14:29:00+08:00,2024-01-02T14:34:36+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,33.0,24.0,6 pm 02 Jan to 6 am 03 Jan,2024-01-02T18:00:00+08:00,2024-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T14:29:00+08:00,2024-01-02T14:34:36+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,33.0,24.0,6 am to Midday 03 Jan,2024-01-03T06:00:00+08:00,2024-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-02,2024-01-02T15:22:00+08:00,2024-01-02T15:24:31+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,33.0,24.0,Midday to 6 pm 02 Jan,2024-01-02T12:00:00+08:00,2024-01-02T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-02,2024-01-02T15:22:00+08:00,2024-01-02T15:24:31+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,33.0,24.0,6 pm 02 Jan to 6 am 03 Jan,2024-01-02T18:00:00+08:00,2024-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T15:22:00+08:00,2024-01-02T15:24:31+08:00,20.0,10.0,NNE,Thundery Showers,TL,95.0,70.0,12 PM 2 Jan to 12 PM 3 Jan,2024-01-02T12:00:00+08:00,2024-01-03T12:00:00+08:00,33.0,24.0,6 am to Midday 03 Jan,2024-01-03T06:00:00+08:00,2024-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-02,2024-01-02T17:32:00+08:00,2024-01-02T17:44:38+08:00,25.0,10.0,N,Thundery Showers,TL,95.0,65.0,6 PM 2 Jan to 6 PM 3 Jan,2024-01-02T18:00:00+08:00,2024-01-03T18:00:00+08:00,33.0,24.0,6 pm 02 Jan to 6 am 03 Jan,2024-01-02T18:00:00+08:00,2024-01-03T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-02,2024-01-02T17:32:00+08:00,2024-01-02T17:44:38+08:00,25.0,10.0,N,Thundery Showers,TL,95.0,65.0,6 PM 2 Jan to 6 PM 3 Jan,2024-01-02T18:00:00+08:00,2024-01-03T18:00:00+08:00,33.0,24.0,6 am to Midday 03 Jan,2024-01-03T06:00:00+08:00,2024-01-03T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-02,2024-01-02T17:32:00+08:00,2024-01-02T17:44:38+08:00,25.0,10.0,N,Thundery Showers,TL,95.0,65.0,6 PM 2 Jan to 6 PM 3 Jan,2024-01-02T18:00:00+08:00,2024-01-03T18:00:00+08:00,33.0,24.0,Midday to 6 pm 03 Jan,2024-01-03T12:00:00+08:00,2024-01-03T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-09,2024-01-09T17:18:00+08:00,2024-01-09T17:20:50+08:00,20.0,10.0,NNE,Cloudy,CL,95.0,65.0,12 PM 9 Jan to 12 PM 10 Jan,2024-01-09T12:00:00+08:00,2024-01-10T12:00:00+08:00,32.0,23.0,Midday to 6 pm 09 Jan,2024-01-09T12:00:00+08:00,2024-01-09T18:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-09,2024-01-09T17:18:00+08:00,2024-01-09T17:20:50+08:00,20.0,10.0,NNE,Cloudy,CL,95.0,65.0,12 PM 9 Jan to 12 PM 10 Jan,2024-01-09T12:00:00+08:00,2024-01-10T12:00:00+08:00,32.0,23.0,6 pm 09 Jan to 6 am 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-09,2024-01-09T17:18:00+08:00,2024-01-09T17:20:50+08:00,20.0,10.0,NNE,Cloudy,CL,95.0,65.0,12 PM 9 Jan to 12 PM 10 Jan,2024-01-09T12:00:00+08:00,2024-01-10T12:00:00+08:00,32.0,23.0,6 am to Midday 10 Jan,2024-01-10T06:00:00+08:00,2024-01-10T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-09,2024-01-09T17:37:00+08:00,2024-01-09T17:40:43+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 9 Jan to 6 PM 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T18:00:00+08:00,32.0,23.0,6 pm 09 Jan to 6 am 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-09,2024-01-09T17:37:00+08:00,2024-01-09T17:40:43+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 9 Jan to 6 PM 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T18:00:00+08:00,32.0,23.0,6 am to Midday 10 Jan,2024-01-10T06:00:00+08:00,2024-01-10T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-09,2024-01-09T17:37:00+08:00,2024-01-09T17:40:43+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 9 Jan to 6 PM 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T18:00:00+08:00,32.0,23.0,Midday to 6 pm 10 Jan,2024-01-10T12:00:00+08:00,2024-01-10T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-09,2024-01-09T19:15:00+08:00,2024-01-09T19:20:46+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 9 Jan to 6 PM 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T18:00:00+08:00,32.0,23.0,6 pm 09 Jan to 6 am 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T06:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-09,2024-01-09T19:15:00+08:00,2024-01-09T19:20:46+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 9 Jan to 6 PM 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T18:00:00+08:00,32.0,23.0,6 am to Midday 10 Jan,2024-01-10T06:00:00+08:00,2024-01-10T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-09,2024-01-09T19:15:00+08:00,2024-01-09T19:20:46+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,6 PM 9 Jan to 6 PM 10 Jan,2024-01-09T18:00:00+08:00,2024-01-10T18:00:00+08:00,32.0,23.0,Midday to 6 pm 10 Jan,2024-01-10T12:00:00+08:00,2024-01-10T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-09,2024-01-09T23:02:00+08:00,2024-01-09T23:10:49+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,0 AM 10 Jan to 0 AM 11 Jan,2024-01-10T00:00:00+08:00,2024-01-11T00:00:00+08:00,32.0,23.0,Midnight to 6 am 10 Jan,2024-01-10T00:00:00+08:00,2024-01-10T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2024-01-09,2024-01-09T23:02:00+08:00,2024-01-09T23:10:49+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,0 AM 10 Jan to 0 AM 11 Jan,2024-01-10T00:00:00+08:00,2024-01-11T00:00:00+08:00,32.0,23.0,6 am to Midday 10 Jan,2024-01-10T06:00:00+08:00,2024-01-10T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2024-01-09,2024-01-09T23:02:00+08:00,2024-01-09T23:10:49+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,0 AM 10 Jan to 0 AM 11 Jan,2024-01-10T00:00:00+08:00,2024-01-11T00:00:00+08:00,32.0,23.0,Midday to 6 pm 10 Jan,2024-01-10T12:00:00+08:00,2024-01-10T18:00:00+08:00,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL,Thundery Showers,TL
2024-01-09,2024-01-09T23:02:00+08:00,2024-01-09T23:10:49+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,0 AM 10 Jan to 0 AM 11 Jan,2024-01-10T00:00:00+08:00,2024-01-11T00:00:00+08:00,32.0,23.0,6 pm to Midnight 10 Jan,2024-01-10T18:00:00+08:00,2024-01-11T00:00:00+08:00,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL,Cloudy,CL
2024-01-10,2024-01-10T04:42:00+08:00,2024-01-10T04:50:57+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,0 AM 11 Jan to 0 AM 12 Jan,2024-01-11T00:00:00+08:00,2024-01-12T00:00:00+08:00,32.0,23.0,Midnight to 6 am 10 Jan,2024-01-10T00:00:00+08:00,2024-01-10T06:00:00+08:00,Light Rain,LR,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Light Rain,LR
2024-01-10,2024-01-10T04:42:00+08:00,2024-01-10T04:50:57+08:00,25.0,15.0,NE,Thundery Showers,TL,95.0,65.0,0 AM 11 Jan to 0 AM 12 Jan,2024-01-11T00:00:00+08:00,2024-01-12T00:00:00+08:00,32.0,23.0,6 am to Midday 10 Jan,2024-01-10T06:00:00+08:00,2024-01-10T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
