date,timestamp,update_timestamp,wind_speed_high,wind_speed_low,wind_speed_direction,forecast_text,forecast_code,relative_humidity_high,relative_humidity_low,valid_period_text,valid_period_start,valid_period_end,temperature_high,temperature_low,time_period_text,time_period_start,time_period_end,south_forecast_text,south_forecast_code,north_forecast_text,north_forecast_code,east_forecast_text,east_forecast_code,central_forecast_text,central_forecast_code,west_forecast_text,west_forecast_code
2021-01-06,2021-01-06T17:36:00+08:00,2021-01-06T17:51:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL,Thundery Showers,TL
2021-01-06,2021-01-06T18:24:00+08:00,2021-01-06T18:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,6 pm 6 Jan to 6 am 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-06,2021-01-06T18:24:00+08:00,2021-01-06T18:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2021-01-06,2021-01-06T18:24:00+08:00,2021-01-06T18:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL,Thundery Showers,TL
2021-01-06,2021-01-06T21:26:00+08:00,2021-01-06T21:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,6 pm 6 Jan to 6 am 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-06,2021-01-06T21:26:00+08:00,2021-01-06T21:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2021-01-06,2021-01-06T21:26:00+08:00,2021-01-06T21:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 PM 6 Jan - 6 PM 7 Jan,2021-01-06T18:00:00+08:00,2021-01-07T18:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL,Thundery Showers,TL
2021-01-06,2021-01-06T23:02:00+08:00,2021-01-06T23:21:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,Midnight to 6 am 7 Jan,2021-01-07T00:00:00+08:00,2021-01-07T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-06,2021-01-06T23:02:00+08:00,2021-01-06T23:21:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2021-01-06,2021-01-06T23:02:00+08:00,2021-01-06T23:21:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL,Thundery Showers,TL
2021-01-06,2021-01-06T23:02:00+08:00,2021-01-06T23:21:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,6 pm to Midnight 7 Jan,2021-01-07T18:00:00+08:00,2021-01-08T00:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-06,2021-01-06T23:16:00+08:00,2021-01-06T23:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,Midnight to 6 am 7 Jan,2021-01-07T00:00:00+08:00,2021-01-07T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-06,2021-01-06T23:16:00+08:00,2021-01-06T23:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2021-01-06,2021-01-06T23:16:00+08:00,2021-01-06T23:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL,Thundery Showers,TL
2021-01-06,2021-01-06T23:16:00+08:00,2021-01-06T23:36:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,12 AM 7 Jan - 12 AM 8 Jan,2021-01-07T00:00:00+08:00,2021-01-08T00:00:00+08:00,33.0,24.0,6 pm to Midnight 7 Jan,2021-01-07T18:00:00+08:00,2021-01-08T00:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-07,2021-01-07T05:36:00+08:00,2021-01-07T05:51:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2021-01-07,2021-01-07T05:36:00+08:00,2021-01-07T05:51:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL,Thundery Showers,TL
2021-01-07,2021-01-07T05:36:00+08:00,2021-01-07T05:51:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 pm 7 Jan to 6 am 8 Jan,2021-01-07T18:00:00+08:00,2021-01-08T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-07,2021-01-07T06:53:00+08:00,2021-01-07T07:06:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Showers,SH,Showers,SH,Showers,SH,Showers,SH,Showers,SH
2021-01-07,2021-01-07T06:53:00+08:00,2021-01-07T07:06:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Thundery Showers,TL,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Thundery Showers,TL
2021-01-07,2021-01-07T06:53:00+08:00,2021-01-07T07:06:18+08:00,25.0,10.0,NNE,Thundery Showers,TL,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 pm 7 Jan to 6 am 8 Jan,2021-01-07T18:00:00+08:00,2021-01-08T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-07,2021-01-07T07:25:00+08:00,2021-01-07T07:36:18+08:00,25.0,10.0,NNE,Showers,SH,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Showers,SH,Showers,SH,Showers,SH,Showers,SH,Showers,SH
2021-01-07,2021-01-07T07:25:00+08:00,2021-01-07T07:36:18+08:00,25.0,10.0,NNE,Showers,SH,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC,Partly Cloudy (Day),PC
2021-01-07,2021-01-07T07:25:00+08:00,2021-01-07T07:36:18+08:00,25.0,10.0,NNE,Showers,SH,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 pm 7 Jan to 6 am 8 Jan,2021-01-07T18:00:00+08:00,2021-01-08T06:00:00+08:00,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN,Partly Cloudy (Night),PN
2021-01-07,2021-01-07T07:57:00+08:00,2021-01-07T08:21:18+08:00,25.0,10.0,NNE,Moderate Rain,RA,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 am to Midday 7 Jan,2021-01-07T06:00:00+08:00,2021-01-07T12:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2021-01-07,2021-01-07T07:57:00+08:00,2021-01-07T08:21:18+08:00,25.0,10.0,NNE,Moderate Rain,RA,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,Midday to 6 pm 7 Jan,2021-01-07T12:00:00+08:00,2021-01-07T18:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
2021-01-07,2021-01-07T07:57:00+08:00,2021-01-07T08:21:18+08:00,25.0,10.0,NNE,Moderate Rain,RA,95.0,60.0,6 AM 7 Jan - 6 AM 8 Jan,2021-01-07T06:00:00+08:00,2021-01-08T06:00:00+08:00,33.0,24.0,6 pm 7 Jan to 6 am 8 Jan,2021-01-07T18:00:00+08:00,2021-01-08T06:00:00+08:00,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA,Moderate Rain,RA
